"Taxon","Lineage","Conflict","Version","Status","Scorpio Call","Note","% of non-N bases","Median Coverage"
"7293164","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 10; Ref alleles 2; Amb alleles 1; Oth alleles 0","87.98%","1838(coverage)(amplicons)"
"7293165","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.32%","2697(coverage)(amplicons)"
"7293166","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.94%","2712(coverage)(amplicons)"
"7293167","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.90%","2888(coverage)(amplicons)"
"7293168","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2471(coverage)(amplicons)"
"7293169","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.22%","3286(coverage)(amplicons)"
"7293170","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.75%","3254(coverage)(amplicons)"
"7293171","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.44%","4098(coverage)(amplicons)"
"7293172","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.93%","3396(coverage)(amplicons)"
"7293173","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.90%","3232(coverage)(amplicons)"
"7293174","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.90%","3422(coverage)(amplicons)"
"7293175","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.14%","3883(coverage)(amplicons)"
"7293176","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.69%","2879(coverage)(amplicons)"
"7293177","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","3240(coverage)(amplicons)"
"7293178","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.01%","3138(coverage)(amplicons)"
"7293179","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.02%","3677(coverage)(amplicons)"
"7293180","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.03%","3376(coverage)(amplicons)"
"7293181","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.95%","2977(coverage)(amplicons)"
"7293182","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.91%","3627(coverage)(amplicons)"
"7293183","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.70%","3157(coverage)(amplicons)"
"7293184","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.85%","2682(coverage)(amplicons)"
"7293185","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.55%","4040(coverage)(amplicons)"
"7293186","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.92%","3213(coverage)(amplicons)"
"7293187","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3627(coverage)(amplicons)"
"7293188","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3439(coverage)(amplicons)"
"7293189","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.03%","3001(coverage)(amplicons)"
"7293191","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.21%","3276(coverage)(amplicons)"
"7293192","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3250(coverage)(amplicons)"
"7293193","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.00%","2513(coverage)(amplicons)"
"7293194","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.68%","2332(coverage)(amplicons)"
"7293195","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.03%","3687(coverage)(amplicons)"
"7293196","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","4378(coverage)(amplicons)"
"7293197","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","3052(coverage)(amplicons)"
"7293198","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","3273(coverage)(amplicons)"
"7293199","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.43%","3835(coverage)(amplicons)"
"7293200","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","3740(coverage)(amplicons)"
"7293201","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","4399(coverage)(amplicons)"
"7293202","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2947(coverage)(amplicons)"
"7293203","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","2999(coverage)(amplicons)"
"7293204","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.91%","3378(coverage)(amplicons)"
"7293205","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.06%","3429(coverage)(amplicons)"
"7293206","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3382(coverage)(amplicons)"
"7293207","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.70%","2674(coverage)(amplicons)"
"7293208","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.32%","1403(coverage)(amplicons)"
"7293209","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.94%","2592(coverage)(amplicons)"
"7293210","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","99.77%","4000(coverage)(amplicons)"
"7293211","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3626(coverage)(amplicons)"
"7293212","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.91%","3553(coverage)(amplicons)"
"7293213","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.88%","3133(coverage)(amplicons)"
"7293214","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.87%","2762(coverage)(amplicons)"
"7293215","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3933(coverage)(amplicons)"
"7293216","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","5526(coverage)(amplicons)"
"7293217","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.44%","2290(coverage)(amplicons)"
"7293218","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.90%","3108(coverage)(amplicons)"
"7293219","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2357(coverage)(amplicons)"
"7293220","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 11; Ref alleles 2; Amb alleles 0; Oth alleles 0","98.82%","430(coverage)(amplicons)"
"7293221","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.09%","3202(coverage)(amplicons)"
"7293222","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.91%","2820(coverage)(amplicons)"
"7293223","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.22%","3386(coverage)(amplicons)"
"7293224","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.57%","3668(coverage)(amplicons)"
"7293225","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3058(coverage)(amplicons)"
"7293226","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.91%","3076(coverage)(amplicons)"
"7293227","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.46%","3439(coverage)(amplicons)"
"7293228","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.01%","3130(coverage)(amplicons)"
"7293229","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.89%","3189(coverage)(amplicons)"
"7293230","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.18%","3780(coverage)(amplicons)"
"7293231","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.72%","3410(coverage)(amplicons)"
"7293232","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.49%","3131(coverage)(amplicons)"
"7293233","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.13%","2975(coverage)(amplicons)"
"7293234","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.17%","1782(coverage)(amplicons)"
"7293235","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3269(coverage)(amplicons)"
"7293236","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.00%","1602(coverage)(amplicons)"
"7293237","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.88%","2760(coverage)(amplicons)"
"7293238","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.87%","3630(coverage)(amplicons)"
"7293239","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3601(coverage)(amplicons)"
"7293240","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.56%","3123(coverage)(amplicons)"
"7293241","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3242(coverage)(amplicons)"
"7293242","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.90%","3464(coverage)(amplicons)"
"7293243","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.18%","3248(coverage)(amplicons)"
"7293244","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.09%","3122(coverage)(amplicons)"
"7293245","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.20%","3005(coverage)(amplicons)"
"7293246","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.15%","3345(coverage)(amplicons)"
"7293247","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.88%","2876(coverage)(amplicons)"
"7293248","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3406(coverage)(amplicons)"
"7293249","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.06%","2210(coverage)(amplicons)"
"7293250","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.99%","3126(coverage)(amplicons)"
"7293251","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3188(coverage)(amplicons)"
"7293252","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3231(coverage)(amplicons)"
"7293253","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","2488(coverage)(amplicons)"
"7293254","B.1.1.7","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Alpha (B.1.1.7-like)","scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2614(coverage)(amplicons)"
"7293255","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3246(coverage)(amplicons)"
"7293256","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.76%","3203(coverage)(amplicons)"
"7293257","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4255(coverage)(amplicons)"
"7293258","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","1701(coverage)(amplicons)"
"7293259","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","2342(coverage)(amplicons)"
"7293260","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3877(coverage)(amplicons)"
"7293261","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3740(coverage)(amplicons)"
"7293262","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","2279(coverage)(amplicons)"
"7293263","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","3848(coverage)(amplicons)"
"7293264","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.77%","4132(coverage)(amplicons)"
"7293265","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3145(coverage)(amplicons)"
"7293266","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.13%","3288(coverage)(amplicons)"
"7293267","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","2767(coverage)(amplicons)"
"7293268","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3660(coverage)(amplicons)"
"7293269","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3629(coverage)(amplicons)"
"7293270","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3319(coverage)(amplicons)"
"7293271","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4285(coverage)(amplicons)"
"7293272","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.75%","3963(coverage)(amplicons)"
"7293273","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","4509(coverage)(amplicons)"
"7293274","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3597(coverage)(amplicons)"
"7293275","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.07%","3975(coverage)(amplicons)"
"7293276","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3525(coverage)(amplicons)"
"7293277","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","3405(coverage)(amplicons)"
"7293278","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3550(coverage)(amplicons)"
"7293279","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","98.59%","1543(coverage)(amplicons)"
"7293280","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0","99.77%","2153(coverage)(amplicons)"
"7293281","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.74%","3299(coverage)(amplicons)"
"7293282","B.1.617.2","0","07/28/2021v03/01/2008 00:00:00","passed_qc","Delta (B.1.617.2-like)","scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0","99.78%","2965(coverage)(amplicons)"
